"id","length","mandatory","start","slutt","fart","enveiskjørt","sperret"
146132896,171.460864655139,f,3838,6977,30,-1,f
146132897,107.07054772164,f,6977,1053,30,,f
146133489,16.6545253053914,f,7281,11003,30,,f
146133490,44.057350829542,f,11003,7813,30,,f
146133570,46.969551551188,f,9727,5690,40,,f
146133571,48.2312576064135,f,5690,12809,40,,f
146133573,42.3276973590519,f,9650,3815,40,,f
146133574,45.5122325640955,f,3815,11012,40,,f
146133575,19.7032857700403,f,11012,10926,40,,f
146133576,30.7114347077039,f,10926,11007,40,,f
146133577,7.55113271708989,f,11007,11011,40,,f
146133578,53.7199204154697,f,11011,9640,40,,f
146133676,155.234769839249,f,9651,3822,30,,f
146133677,2.88658079744782,f,3822,3825,30,,f
146133678,46.0777085682835,f,3825,8219,30,,f
146133679,96.3340697045815,f,8219,4112,30,,f
146133681,38.4136016151045,f,10904,7024,30,,f
146133720,29.9424325031709,f,7118,7350,40,,f
146133721,54.0390435852269,f,7350,7227,40,,f
146133722,81.3708194166589,f,7227,7271,40,,f
146133724,55.3464615983097,f,10300,11006,30,,f
146133725,14.9776887963888,f,11006,7281,30,,f
146133726,52.0872848296896,f,7281,11009,30,,f
146133727,29.0777565359963,f,11009,3823,30,,f
146133728,61.4152129019471,f,3823,3500,30,,f
146133729,10.5224143255433,f,3500,3833,30,,f
146133730,73.2573083789885,f,3833,7765,30,,f
146133731,121.422749577312,f,7765,7024,30,,f
146134270,61.5065297382494,f,11008,7813,30,,f
146134271,80.929640846355,f,7813,3827,30,,f
146134426,81.5455031032222,f,9827,289,30,1,f
146134504,56.1926713245346,f,10461,6975,40,,t
146134505,2.58080261171387,f,6975,9640,40,,f
146134506,49.3117799843607,f,9640,3794,40,,f
146134507,2.45348419391192,f,3794,11775,40,,f
146134509,107.744068657622,f,6975,3072,40,1,f
146134510,49.873756605732,f,3072,8252,40,1,f
146134511,106.669844979955,f,8252,11157,40,1,f
146135101,9.89521269308179,f,3825,8101,30,1,f
146135102,88.3955440189328,f,8101,3823,30,1,f
146135103,45.4303086865792,f,3823,3827,30,,f
146135104,35.3873048316032,f,3827,20680,30,,f
146135330,15.8018416856511,f,4387,2809,40,1,f
146135332,16.5838430490661,f,10313,9658,40,1,f
146135353,123.078850610533,f,7669,9581,40,,f
146135742,11.9123038738074,f,9160,12900,40,,f
146137143,105.467526688855,f,12900,9128,40,-1,f
146137146,118.690029179776,f,3794,3837,40,-1,f
146137228,65.3159636351903,f,12525,9827,30,,f
146137230,52.1468094585892,f,12523,12530,30,-1,f
146137768,48.4234764997758,f,5710,8066,40,,f
146137769,38.3464796111371,f,3830,8066,40,,f
146137770,60.6191018093457,f,3830,5690,40,,f
146137771,30.4333741200394,f,5690,914,40,,f
146137772,29.3387339844752,f,914,3841,40,,f
146137917,78.457837579951,f,12530,915,30,-1,f
146137918,109.218102763303,f,915,6977,30,,f
146137919,60.8057402949805,f,6977,6976,30,-1,f
146137920,17.9005555378418,f,6976,8102,30,,f
146137921,122.325832832049,f,8102,7271,30,,f
146138192,10.5343190377477,f,11015,5692,40,,f
146138193,23.3562488825256,f,5692,3815,40,,f
146138194,32.3086055307192,f,3815,5669,40,,f
146138195,19.1084569536047,f,5669,908,40,,f
146138196,7.6070032382407,f,908,526,40,,f
146138656,82.71000758511,f,12523,290,30,1,f
146138666,39.8786060311635,f,10108,7688,30,,f
146149511,95.742494970734,f,7669,22678,30,,f
146151095,110.968827144069,f,4112,10904,30,,f
146194046,70.2024812099914,f,1074,11015,40,1,f
146195082,68.9515545027314,f,1074,11015,40,-1,f
245609093,20.6678891795099,f,9658,7886,40,1,f
245609094,3.40497902290376,f,7886,4387,40,1,f
245609095,3.43332963754159,f,2809,11437,40,1,f
245609096,20.993066653384,f,11437,10313,40,1,f
287665473,122.381081006434,f,7024,8917,30,,f
287665474,5.48364945158819,f,8917,10108,30,,f
323109622,41.0657741953032,f,4097,8252,40,1,t
200425239,2.04707107575732,f,9447,20058,40,1,f
146133835,50.4999376209486,f,365,8211,50,,f
146133836,79.2556588913225,f,8211,8210,50,,f
146133837,166.745611534084,f,8210,369,50,,f
146133838,70.997201288411,f,369,368,50,,f
146133839,34.0828401506771,f,368,3808,50,,f
146133943,44.3947621827831,f,6877,2785,30,,f
146133944,68.2433895256995,f,2785,3546,30,,f
146133945,34.9408971546998,f,3546,9460,30,1,f
146138542,159.673006502081,f,8210,8218,30,,f
146181565,5.25413847073404,f,3804,10451,50,1,f
146181566,7.16346183937654,f,10451,10444,50,1,f
146181567,5.95932566710399,f,10444,427,50,1,f
146181568,9.54820970419284,f,427,432,50,1,f
146181569,6.58127052394227,f,432,10448,50,1,f
146181570,6.54063793233009,f,10448,10450,50,1,f
146181571,8.35117820312453,f,10450,10163,50,1,f
146181572,5.35589661506973,f,10163,10452,50,1,f
146181573,4.89461481905726,f,10452,3804,50,1,f
146193730,18.2693206161619,f,3808,10450,50,1,f
146194804,20.1861436321173,f,3808,432,50,-1,f
146135168,54.3552238027266,f,11959,6877,40,1,f
